1275.9920634920634 516.8849206349206
1289 516
1308.4325396825395 518
1362.5 519.047619047619
1389.5337301587301 516
1412 531
1423 548
1427.3809523809523 562
1428.4623015873015 579
1414.404761904762 614.206349206349
1400.3472222222222 642.3214285714286
1373.313492063492 681.2499999999999
1344               715.8531746031746
1304.107142857143 741.8055555555555
1265.1785714285713 761.2698412698412
1226.25 774.2460317460317
1206.7857142857142 778.5714285714286
1182.9960317460316 778.5714285714286
1146.2301587301586 774.2460317460317
1115.952380952381 767.7579365079365
1097.5694444444443 760.1884920634919
1096.4880952380952 742.8869047619047
1112.7083333333333 705.0396825396825
1128.9285714285713 683.4126984126983
1150.5555555555554 661.7857142857142
1174.345238095238 633.6706349206349
1189.484126984127 609.8809523809523
1206.7857142857142 576.3591269841269
1211 565
1230.5753968253969 546.0813492063492
1247.876984126984 532.0238095238095
1260.8531746031745 523.3730158730158
1275.9920634920634 516.8849206349206
